City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (°F)
138,agat village,13.3886,144.6585,79.75400000000005,89,75,3.6,GU,1696263500,79.75400000000005
139,mincivan,39.0294,46.7185,68.86400000000003,73,66,1.15,AZ,1696263501,68.86400000000003
140,lan sak,15.4529,99.5761,76.06400000000004,90,79,2.34,TH,1696263501,76.06400000000004
141,st. john's,47.5649,-52.7093,64.27400000000002,84,50,2.24,CA,1696263000,64.27400000000002
142,tazacorte,28.629,-17.9293,77.97200000000004,73,0,4.63,ES,1696263243,77.97200000000004
143,cannonvale,-20.2833,148.7,70.98800000000004,86,9,4.58,AU,1696263162,70.98800000000004
144,bandar-e lengeh,26.5579,54.8807,89.708,62,0,3.09,IR,1696263502,89.708
145,pahrump,36.2083,-115.9839,59.05400000000005,61,71,0.45,US,1696263502,59.05400000000005
146,volokonovka,50.4827,37.8563,53.87000000000006,75,90,3.34,RU,1696263502,53.87000000000006
147,kuta,-8.7233,115.1723,77.0,100,40,2.24,ID,1696263502,77.0
148,fort st. john,56.2499,-120.8529,46.291999999999994,87,75,4.63,CA,1696263190,46.291999999999994
149,thinadhoo,0.5333,72.9333,82.79600000000005,75,87,5.34,MV,1696263503,82.79600000000005
150,muzaffarabad,34.37,73.4711,66.47000000000006,46,0,2.05,PK,1696263503,66.47000000000006
151,carutapera,-1.195,-46.02,89.97800000000007,52,85,5.16,BR,1696263154,89.97800000000007
152,shahba,32.8551,36.629,65.24600000000005,68,100,8.14,SY,1696263503,65.24600000000005
153,iskateley,67.6803,53.1512,39.02000000000006,78,100,9.39,RU,1696263190,39.02000000000006
154,bidur,4.1167,101.2833,76.442,90,100,1.35,MY,1696263504,76.442
155,mogocha,53.7333,119.7667,47.75,65,100,1.34,RU,1696263166,47.75
156,nguigmi,14.2495,13.1092,86.342,41,100,6.43,NE,1696263504,86.342
157,sovetskaya gavan',48.9723,140.2878,50.108000000000004,83,100,8.2,RU,1696263504,50.108000000000004
158,shakawe,-18.3667,21.85,93.90200000000007,18,92,1.92,BW,1696263505,93.90200000000007
159,zeya,53.75,127.2667,42.89000000000002,85,55,1.34,RU,1696263505,42.89000000000002
160,qamdo,31.1667,97.2333,44.22200000000004,60,21,1.84,CN,1696263505,44.22200000000004
161,la passe,45.5549,-0.8967,88.03399999999999,53,5,5.39,FR,1696263119,88.03399999999999
162,ulaangom,49.9811,92.0667,43.97000000000006,66,2,0.43,MN,1696263505,43.97000000000006
163,chonchi,-42.6128,-73.8092,51.008,58,22,0.58,CL,1696263157,51.008
164,mont-laurier,46.5501,-75.4993,69.42200000000004,45,33,2.51,CA,1696263506,69.42200000000004
165,taupo,-38.6833,176.0833,44.81600000000001,75,59,5.96,NZ,1696263506,44.81600000000001
166,umluj,25.0213,37.2685,84.23600000000008,74,11,4.24,SA,1696263506,84.23600000000008
167,grand falls-windsor,48.9332,-55.6649,66.50600000000003,56,33,2.63,CA,1696263163,66.50600000000003
168,springbok,-29.6643,17.8865,79.10600000000002,21,0,3.27,ZA,1696263507,79.10600000000002
